kabupaten/kota,kecamatan,sekolah,rombel,guru_kelas,guru_matematika,guru_bahasa_indonesia,guru_bahasa_inggris,guru_sejarah_indonesia,guru_pkn,guru_penjaskes,guru_agama_budi_pekerti,guru_seni_budaya,ptk_laki,ptk_perempuan,pegawai_laki,pegawai_perempuan,pd_kelas_1_laki,pd_kelas_1_perempuan,pd_kelas_2_laki,pd_kelas_2_perempuan,pd_kelas_3_laki,pd_kelas_3_perempuan,pd_kelas_4_laki,pd_kelas_4_perempuan,pd_kelas_5_laki,pd_kelas_5_perempuan,pd_kelas_6_laki,pd_kelas_6_perempuan,pd_kelas_7_laki,pd_kelas_7_perempuan,pd_kelas_8_laki,pd_kelas_8_perempuan,pd_kelas_9_laki,pd_kelas_9_perempuan,pd_kelas_10_laki,pd_kelas_10_perempuan,pd_kelas_11_laki,pd_kelas_11_perempuan,pd_kelas_12_laki,pd_kelas_12_perempuan,pd_kelas_13_laki,pd_kelas_13_perempuan,jumlah_kirim,ptk,pegawai,pd,pd_laki,pd_perempuan,before_ruang_kelas,after_ruang_kelas,before_ruang_perpus,after_ruang_perpus,before_ruang_lab,after_ruang_lab,before_ruang_praktik,after_ruang_praktik,before_ruang_pimpinan,after_ruang_pimpinan,before_ruang_guru,after_ruang_guru,before_ruang_ibadah,after_ruang_ibadah,before_ruang_uks,after_ruang_uks,before_toilet,after_toilet,before_gudang,after_gudang,before_ruang_sirkulasi,after_ruang_sirkulasi,before_tempat_bermain_olahraga,after_tempat_bermain_olahraga,before_ruang_tu,after_ruang_tu,before_ruang_konseling,after_ruang_konseling,before_ruang_osis,after_ruang_osis,before_bangunan,after_bangunan,identitas_valid,ptk_valid,pd_valid,prasarana_valid,total_valid,sekolah_id,semester_id,sumber_air,sumber_air_minum,kecukupan_air_bersih,jamban_kk,tipe_jamban,jml_hari_cuci_tangan,jml_wastafel,jml_wastafel_rusak,air_mengalir_wastafel,memiliki_drainase,menguras_tangki_septik,akreditasi
Kab. Ponorogo,Kec. Babadan,SLB-A AISYIYAH PONOROGO,17,7,0,0,1,0,0,0,2,0,2,9,1,0,1,6,1,2,1,0,2,2,0,0,1,0,1,1,2,5,3,3,1,4,1,1,3,1,0,0,17,11,1,42,17,25,22,22,1,1,1,1,0,0,1,1,1,1,1,1,1,1,3,3,1,1,0,0,0,0,1,1,0,0,0,0,3,3,,,,,,,,,,,,,,,,,,,B
Kab. Ponorogo,Kec. Badegan,SLB NEGERI BADEGAN PONOROGO,13,10,1,0,1,0,0,1,0,0,4,9,2,0,2,3,9,3,3,0,5,2,2,3,1,0,3,3,5,6,6,6,6,3,2,5,3,2,0,0,6,13,2,83,47,36,9,9,0,0,0,0,0,0,1,1,1,1,1,1,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,6,6,,,,,,,,,,,,,,,,,,,B
Kab. Ponorogo,Kec. Jenangan,SLB NEGERI  JENANGAN,44,7,0,0,1,0,0,0,2,0,1,10,3,2,3,0,4,1,6,1,3,6,4,4,4,4,2,4,2,3,4,1,9,2,2,5,3,2,0,0,16,11,5,82,48,34,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,0,0,1,1,0,0,0,0,8,9,,,,,,,,,,,,,,,,,,,B
Kab. Ponorogo,Kec. Ponorogo,SLB B PERTIWI PONOROGO,12,4,0,0,1,0,0,0,0,0,0,4,1,1,1,2,2,0,4,1,1,2,2,3,4,1,0,5,3,1,5,2,4,2,4,2,1,1,0,0,6,4,2,53,31,22,3,3,1,1,1,1,0,0,1,1,1,1,1,1,1,1,3,3,1,1,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,A
Kab. Ponorogo,Kec. Ponorogo,SLB C PERTIWI PONOROGO,19,8,0,0,1,0,0,0,2,0,3,9,1,0,1,0,2,2,3,2,0,2,4,5,4,3,3,2,1,1,4,2,6,5,1,2,6,1,0,0,3,12,1,62,35,27,7,7,1,1,0,0,0,0,1,1,1,1,0,0,1,1,4,4,1,1,0,0,0,0,1,1,0,0,0,0,3,3,,,,,,,,,,,,,,,,,,,B
Kab. Ponorogo,Kec. Sambit,SLB B-C PANTI SISWA SAMBIT,12,7,1,0,1,0,0,0,0,0,0,8,0,1,0,0,0,0,4,4,4,1,1,4,2,3,7,4,2,0,6,8,3,3,2,2,3,3,0,0,2,8,1,66,34,32,12,12,1,1,0,0,0,0,1,1,1,1,0,0,1,1,4,5,1,1,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kab. Probolinggo,Kec. Gending,SLB ABCD RAUDLATUL JANNAH,12,7,0,0,0,0,0,0,0,0,1,7,1,1,1,0,2,1,3,0,4,0,2,2,2,2,4,0,4,0,2,1,7,2,2,2,2,1,0,0,4,8,2,46,35,11,8,8,1,1,0,0,0,0,1,1,1,1,0,0,0,0,4,4,1,1,1,1,0,0,1,1,0,0,0,0,3,3,,,,,,,,,,,,,,,,,,,B
Kab. Probolinggo,Kec. Gending,SLB NEGERI GENDING,12,9,1,0,0,0,0,0,0,0,3,6,1,2,1,0,1,0,1,4,2,1,5,2,3,1,2,2,5,2,1,2,4,3,7,1,1,2,0,0,6,9,3,53,33,20,12,12,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,A
Kab. Probolinggo,Kec. Kraksaan,SLB Dharma Asih Kraksaan,14,11,0,0,0,0,0,1,1,0,3,7,2,0,4,1,3,1,7,3,2,2,2,2,5,4,3,3,3,1,5,5,3,1,5,2,5,3,0,0,19,10,2,75,47,28,20,20,0,0,0,0,0,0,1,1,2,2,1,1,0,0,7,7,2,2,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kab. Probolinggo,Kec. Kraksaan,SLB NEGERI KRAKSAAN,12,11,0,0,0,0,0,1,0,0,3,9,3,0,3,1,1,7,2,0,1,1,2,3,1,0,4,1,2,1,2,3,2,3,3,1,1,0,0,0,4,12,3,45,24,21,9,9,1,1,0,1,0,0,1,1,1,1,1,1,1,1,6,6,1,1,0,0,0,0,0,0,0,0,0,0,4,4,,,,,,,,,,,,,,,,,,,B
Kab. Probolinggo,Kec. Paiton,SLB MAMBAUL ULUM,10,6,0,0,0,0,0,0,1,0,0,6,0,1,1,1,2,0,0,1,1,0,4,2,0,2,1,2,1,2,5,3,0,0,0,0,0,0,0,0,18,6,1,28,15,13,6,6,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kab. Sampang,Kec. Banyuates,SLBN BANYUATES ,10,6,0,0,0,0,0,0,0,0,1,5,1,1,7,1,1,4,3,1,2,3,4,0,2,0,0,0,1,0,1,1,1,3,0,0,2,1,0,0,6,6,2,38,24,14,5,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kab. Sampang,Kec. Banyuates,SLBN BANYUATES,10,6,0,0,0,0,0,0,0,0,1,5,1,1,7,1,1,4,3,1,2,3,4,0,2,0,0,0,1,0,1,1,1,3,0,0,2,1,0,0,6,6,2,38,24,14,5,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,
Kab. Sampang,Kec. Sampang,SLBN SAMPANG,18,13,0,0,0,0,0,0,1,0,4,9,3,1,4,4,5,4,2,2,4,4,0,3,2,1,5,0,4,2,1,1,0,2,5,0,3,0,0,0,6,13,4,59,36,23,13,12,1,1,0,1,0,0,1,1,1,1,0,0,1,1,4,4,0,0,0,0,0,0,0,0,1,1,0,0,5,5,,,,,,,,,,,,,,,,,,,B
Kab. Sidoarjo,Kec. Buduran,SLB B-C SITI HAJAR,8,8,0,0,4,0,0,7,8,1,3,6,0,1,0,0,1,1,4,0,3,1,6,2,0,0,8,1,0,0,0,0,3,1,2,2,2,0,0,0,11,9,1,37,29,8,8,8,1,1,1,1,0,0,1,1,1,1,0,0,1,1,2,2,1,1,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kab. Sidoarjo,Kec. Candi,SLB AUTIS MUTIARA HATI CANDI,8,6,0,1,0,0,0,0,0,0,1,2,0,2,8,1,4,5,0,0,0,0,0,0,0,0,0,4,2,0,3,1,4,1,0,0,0,0,0,0,5,3,2,40,23,17,6,8,0,0,0,0,0,0,1,1,1,1,1,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kab. Sidoarjo,Kec. Candi,SLB Merdeka Candi,12,9,0,0,0,0,0,0,0,1,0,9,0,0,9,5,0,3,8,3,5,1,2,0,2,4,0,2,3,2,2,2,1,2,3,0,0,3,0,0,3,9,0,62,35,27,3,3,1,1,0,0,0,0,1,1,1,1,1,1,0,0,4,6,0,1,0,0,0,0,0,1,0,0,0,0,7,7,,,,,,,,,,,,,,,,,,,B
Kab. Sidoarjo,Kec. Candi,SLB NABIGHAH,11,7,0,0,0,0,0,0,0,0,1,6,0,1,0,0,2,1,2,2,0,1,4,1,0,1,2,1,0,1,1,0,2,0,1,2,3,1,0,0,2,7,1,28,17,11,5,5,1,1,0,0,0,0,1,1,1,1,1,1,0,0,3,3,1,1,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,C
Kab. Sidoarjo,Kec. Candi,SLB-C DHARMA PENDIDIKAN,12,5,0,0,0,0,0,0,0,0,2,3,1,0,0,1,1,0,0,2,1,0,1,3,1,2,2,1,6,0,1,2,0,2,5,1,1,1,0,0,5,5,1,34,19,15,14,14,1,1,0,0,0,0,1,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,4,,,,,,,,,,,,,,,,,,,B
Kab. Sidoarjo,Kec. Gedangan,SLB HARMONI,14,9,1,1,2,0,0,1,0,1,0,9,0,0,4,0,2,2,2,1,4,4,6,5,5,0,4,4,9,9,0,2,4,6,4,3,6,4,0,0,3,9,0,94,52,42,14,14,2,2,0,0,0,0,1,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kab. Sidoarjo,Kec. Gedangan,SLB NEGERI GEDANGAN,52,52,0,0,0,0,0,40,1,0,10,43,6,0,11,11,17,3,13,7,11,4,9,9,9,5,10,17,16,8,18,6,19,19,13,11,18,17,0,0,31,53,6,281,164,117,32,32,1,1,2,2,1,1,1,1,1,1,1,1,1,1,16,16,1,1,0,0,1,1,2,2,0,0,0,0,22,22,,,,,,,,,,,,,,,,,,,A
Kab. Sidoarjo,Kec. Jabon,SLB AR ROSYID SRI SUTRISNO,2,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,6,1,5,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,B
Kab. Sidoarjo,Kec. Jabon,SLB TAMA KABULLAH LESTARI,6,3,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,2,1,1,0,4,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,3,3,1,15,14,1,3,3,1,1,0,0,0,0,1,1,1,1,1,1,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,C
Kab. Sidoarjo,Kec. Krembung,SLB PELITA LESTARI,13,5,1,0,0,0,0,0,0,0,1,5,0,0,3,2,6,1,5,2,4,3,1,0,2,1,3,1,4,1,3,1,3,0,4,2,7,2,0,0,3,6,0,62,46,16,5,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,B
Kab. Sidoarjo,Kec. Krian,SLB AISYIYAH,14,10,0,2,0,0,0,1,0,0,1,9,0,1,5,4,6,4,3,5,2,1,6,4,3,3,7,1,4,6,1,2,15,5,5,3,6,4,0,0,7,10,1,111,65,46,5,5,1,1,0,0,0,0,1,1,1,1,1,1,1,1,5,6,0,0,1,1,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,B
Kab. Sidoarjo,Kec. Krian,SLB AUTIS MUTIARA HATI,12,8,0,0,0,0,0,0,0,0,1,5,1,0,6,3,6,4,2,1,2,4,4,3,3,0,2,1,4,2,7,2,4,1,6,1,0,0,0,0,7,6,1,72,50,22,11,12,1,1,0,0,0,0,1,1,1,1,1,1,1,1,4,4,1,1,0,0,2,2,1,1,1,1,0,0,6,6,,,,,,,,,,,,,,,,,,,B
Kab. Sidoarjo,Kec. Porong,SLB AISYIYAH PORONG SIDOARJO,12,9,0,0,0,0,0,0,0,0,1,8,1,1,2,1,0,0,0,0,1,1,3,1,0,0,1,0,4,0,1,0,1,0,1,1,4,1,0,0,7,9,2,24,19,5,3,3,1,1,0,0,0,0,1,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kab. Sidoarjo,Kec. Porong,SLBN JUWETKENONGO,40,31,2,2,15,0,3,3,28,0,6,28,4,3,6,0,9,6,12,8,11,11,10,8,7,1,9,7,9,2,15,4,8,4,6,4,5,4,0,0,9,34,7,172,111,61,27,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,1,1,0,0,0,0,1,1,0,0,0,0,7,7,,,,,,,,,,,,,,,,,,,A
Kab. Sidoarjo,Kec. Sidoarjo,SLB - AC DHARMA WANITA,15,15,0,0,2,0,0,0,2,0,4,13,1,1,1,0,4,2,2,1,6,2,2,0,4,3,3,2,3,7,4,3,5,4,1,3,3,3,0,0,5,17,2,68,38,30,39,39,1,1,0,0,0,0,1,1,1,1,1,1,1,1,2,2,1,1,0,0,1,1,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,A
Kab. Sidoarjo,Kec. Sidoarjo,SLB AUTIS MUTIARA HATI,14,12,0,0,0,0,0,0,0,0,1,9,0,1,4,1,3,0,9,1,3,3,6,2,1,1,7,5,8,5,1,1,6,0,2,3,0,3,0,0,8,10,1,85,57,28,12,12,1,1,1,1,0,0,1,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,1,1,1,1,1,1,2,2,,,,,,,,,,,,,,,,,,,B
Kab. Sidoarjo,Kec. Sidoarjo,SLB C DHARMA WANITA LEBO,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,13,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kab. Sidoarjo,Kec. Sidoarjo,SLB CITA HATI BUNDA,12,5,2,5,3,0,1,6,4,5,1,12,0,1,0,1,0,1,1,1,0,2,1,0,1,0,5,0,1,1,5,0,1,1,4,0,2,1,0,0,4,13,1,29,21,8,13,13,1,1,0,0,0,0,1,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,1,1,2,2,0,0,3,3,,,,,,,,,,,,,,,,,,,A
Kab. Sidoarjo,Kec. Sidoarjo,SLB INSANI TUNAS MANDIRI,14,5,1,0,0,0,0,0,0,0,1,6,0,1,4,1,3,1,2,0,2,2,2,1,6,3,3,2,2,2,1,2,4,1,4,0,1,2,0,0,6,7,1,59,41,18,5,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kab. Sidoarjo,Kec. Sidoarjo,SLB Putra Mandiri Lebo,11,8,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,4,1,1,0,0,1,0,0,2,9,0,22,13,9,9,9,1,1,1,1,0,0,0,0,1,1,0,0,1,1,5,5,1,1,0,0,0,0,1,1,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kab. Sidoarjo,Kec. Sidoarjo,SLB-B DHARMA WANITA SIDOARJO,13,13,0,0,0,0,0,1,2,0,5,10,0,2,2,3,1,2,5,0,2,5,4,2,1,4,4,1,2,3,7,3,4,4,2,2,5,2,0,0,17,15,2,70,39,31,22,22,1,1,1,1,0,0,1,1,1,1,1,1,1,1,5,5,0,0,0,0,0,0,1,1,0,0,0,0,6,6,,,,,,,,,,,,,,,,,,,A
Kab. Sidoarjo,Kec. Sukodono,SLB AL CHUSNAINI,15,15,7,1,0,0,5,15,0,4,0,15,0,0,1,2,1,3,9,3,3,3,6,3,0,1,3,5,9,9,2,1,5,6,6,3,4,4,0,0,7,15,0,92,49,43,6,6,1,1,0,0,0,0,1,1,1,1,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kab. Sidoarjo,Kec. Taman,SLB BINA BANGSA,20,14,0,0,6,0,1,12,11,3,2,13,0,0,6,1,4,3,4,4,3,3,4,5,2,3,6,3,7,5,4,1,5,3,8,1,4,3,0,0,3,15,0,92,57,35,19,19,1,1,0,0,0,0,2,2,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,B
Kab. Sidoarjo,Kec. Taman,SLB DEWI SARTIKA,20,10,0,0,0,0,1,0,0,0,2,9,0,0,0,0,7,3,2,1,5,2,7,3,5,0,4,2,4,2,3,4,2,0,5,2,5,3,0,0,6,11,0,77,53,24,16,16,1,1,0,0,0,0,1,1,1,1,0,0,1,1,4,4,1,1,1,1,1,1,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kab. Sidoarjo,Kec. Tanggulangin,SLB DELTA SEJAHTERA,12,10,1,3,0,0,6,1,2,1,2,8,0,0,4,2,2,3,5,6,8,2,3,3,4,2,0,2,8,5,1,2,2,0,2,1,3,1,0,0,3,10,0,71,42,29,5,5,1,1,0,0,0,0,1,1,1,1,1,1,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,B
Kab. Sidoarjo,Kec. Tarik,SLB PUTRA MANDIRI,11,10,0,1,0,0,0,0,2,0,0,10,1,2,0,1,0,0,2,2,2,2,0,0,1,0,3,1,2,1,5,1,2,3,1,0,2,3,0,0,6,10,3,36,22,14,11,11,1,1,0,0,0,0,1,1,1,1,0,0,1,1,4,4,1,1,0,0,1,1,0,0,2,2,0,0,13,13,,,,,,,,,,,,,,,,,,,B
Kab. Sidoarjo,Kec. Tulangan,SLB AISYIYAH TULANGAN,12,12,0,0,1,0,0,1,0,0,1,10,0,2,4,3,2,3,4,3,6,0,5,2,3,6,4,5,2,4,5,4,3,3,1,1,2,0,0,0,10,11,2,75,41,34,12,12,1,1,0,0,0,0,1,1,1,1,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kab. Sidoarjo,Kec. Waru,SLB AL AZHAR,13,10,0,1,7,0,0,0,1,2,0,10,0,1,12,6,3,5,6,3,3,2,2,1,3,1,4,2,3,5,2,7,2,0,1,3,0,0,0,0,11,10,1,81,45,36,13,13,1,1,0,0,0,0,1,1,1,1,1,1,1,1,3,3,1,1,0,0,0,0,1,1,0,0,0,0,7,7,,,,,,,,,,,,,,,,,,,B
Kab. Sidoarjo,Kec. Waru,SLB NUR RAHMAH,11,11,3,2,5,0,2,4,6,3,0,11,0,1,1,2,1,0,4,3,4,3,4,1,3,0,3,2,2,1,0,0,3,2,2,0,2,1,0,0,8,11,1,44,29,15,4,4,0,0,0,0,0,0,1,1,1,1,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,C
Kab. Sidoarjo,Kec. Waru,SLB PUTRA HARAPAN,19,11,1,1,0,0,1,1,11,0,2,19,0,1,5,0,0,1,7,2,5,1,8,0,5,3,6,3,6,4,1,1,4,0,2,1,3,0,0,0,11,21,1,76,60,16,14,14,1,1,0,0,0,0,1,1,1,1,1,1,0,0,2,2,1,1,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kab. Sidoarjo,Kec. Wonoayu,SLB VETERAN,13,12,2,6,2,0,5,0,0,2,1,12,0,0,3,1,2,1,2,0,3,3,3,2,6,3,7,1,3,2,7,3,9,2,3,2,5,4,0,0,6,13,0,78,54,24,6,6,1,1,0,0,0,0,1,1,1,1,0,0,1,1,3,3,1,1,0,0,0,0,0,0,1,1,0,0,2,2,,,,,,,,,,,,,,,,,,,B
Kab. Situbondo,Kec. Arjasa,SLB AL QODIRI HAMDANA,8,2,0,0,0,0,0,0,0,0,1,1,2,1,0,0,2,0,0,0,0,0,0,0,4,1,4,6,2,2,1,0,2,1,2,0,1,0,0,0,2,2,3,28,18,10,3,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,C
Kab. Situbondo,Kec. Besuki,SLB NEGERI DEMUNG SITUBONDO,12,12,0,0,0,0,0,0,0,0,3,9,2,2,1,2,5,1,5,1,5,1,2,2,3,0,6,3,3,4,3,5,4,1,2,7,4,3,0,0,13,12,4,73,43,30,11,11,1,1,0,0,0,0,1,1,1,1,1,1,1,1,3,3,0,0,0,0,0,0,1,1,0,0,0,0,5,5,,,,,,,,,,,,,,,,,,,B
Kab. Situbondo,Kec. Situbondo,SLB DHARMA WANITA KAB. SITUBONDO,12,8,0,0,0,0,0,0,3,0,3,10,4,0,6,3,1,1,2,3,3,3,3,1,2,0,5,0,4,0,6,2,2,2,1,3,3,3,0,0,13,13,4,59,38,21,12,12,1,1,0,0,0,0,1,1,1,1,1,1,1,1,4,4,0,0,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,C
Kab. Sumenep,Kec. Kota Sumenep,SLB CINTA ANANDA,14,7,0,0,0,0,0,1,4,0,2,7,0,2,5,1,5,1,3,4,2,3,3,0,2,2,3,2,5,1,7,1,3,1,5,5,2,2,0,0,7,9,2,73,47,26,10,10,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,4,4,,,,,,,,,,,,,,,,,,,B
Kab. Sumenep,Kec. Kota Sumenep,SLB DHARMA WANITA,11,0,2,1,0,0,0,1,2,2,3,2,0,0,2,1,0,0,0,2,1,2,1,0,2,2,5,2,3,2,1,1,2,3,2,0,2,3,0,0,4,5,0,39,21,18,7,7,1,1,0,0,0,0,1,1,1,1,0,0,1,1,2,2,1,1,0,0,0,0,1,1,1,1,0,0,10,10,,,,,,,,,,,,,,,,,,,B
Kab. Sumenep,Kec. Kota Sumenep,SLB YASMIN SUMENEP,4,0,1,1,0,0,0,0,0,0,1,3,1,0,7,3,9,1,11,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,1,40,30,10,7,7,0,0,0,0,0,0,1,1,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kab. Sumenep,Kec. Saronggi,SLB NEGERI SARONGGI SUMENEP,13,11,0,0,0,0,0,1,2,0,8,7,3,1,4,0,7,4,2,1,10,4,9,5,5,2,5,3,2,2,1,2,3,3,7,9,0,3,0,0,3,15,4,93,55,38,6,6,1,1,0,0,0,0,1,1,1,1,1,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,,,,,,,,,,,,,,,,,,,B
Kab. Trenggalek,Kec. Durenan,SLB NEGERI PANGGUNGSARI TRENGGALEK,24,24,0,0,0,0,0,1,1,0,8,18,1,1,2,1,6,5,4,4,8,5,6,3,7,3,14,7,9,6,4,7,7,4,6,2,10,6,0,0,14,26,2,136,83,53,31,31,1,1,1,1,0,0,1,1,1,1,1,1,1,1,6,6,1,1,0,0,0,0,1,1,0,0,0,0,12,12,,,,,,,,,,,,,,,,,,,A
Kab. Trenggalek,Kec. Kampak,SEKOLAH LUAR BIASA NEGERI KAMPAK,14,14,0,0,0,0,0,1,0,0,4,14,1,1,5,2,5,2,3,1,4,2,2,3,2,1,8,4,1,1,1,4,3,3,5,8,0,1,0,0,16,18,2,71,39,32,6,6,1,1,0,0,0,0,1,1,1,1,0,0,1,1,3,3,0,0,0,0,0,0,2,2,0,0,0,0,5,5,,,,,,,,,,,,,,,,,,,B
Kab. Trenggalek,Kec. Trenggalek,SLB KEMALA BHAYANGKARI 1,21,18,0,0,1,0,0,1,1,0,5,17,0,1,5,10,14,3,6,10,9,2,5,2,4,1,6,7,11,7,14,10,11,6,9,5,9,12,0,0,27,22,1,178,103,75,25,25,1,1,0,0,1,1,1,1,1,1,0,0,1,1,5,5,4,4,1,1,0,0,0,0,0,0,0,0,4,4,,,,,,,,,,,,,,,,,,,B
Kab. Tuban,Kec. Merakurak,SLB SPECIAL SCHOOL SALSABILA,19,8,0,1,1,0,0,0,0,0,3,7,1,3,4,0,1,3,6,1,5,2,3,6,4,3,4,4,3,1,2,0,3,2,2,1,3,0,0,0,5,10,4,67,42,25,9,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,8,8,,,,,,,,,,,,,,,,,,,C
Kab. Tuban,Kec. Tuban,"SLB A,B,D NEGERI TUBAN",26,8,0,0,2,0,0,1,2,0,3,13,1,1,1,0,3,2,3,1,4,3,2,3,1,5,3,7,1,5,4,4,1,0,4,1,11,3,0,0,5,16,2,76,39,37,8,8,1,1,1,1,0,0,1,1,1,1,0,0,1,1,2,2,0,0,0,0,0,0,1,1,1,1,0,0,9,9,,,,,,,,,,,,,,,,,,,B
Kab. Tuban,Kec. Tuban,SLB AC JATI WIYATA DHARMA TUBAN,14,6,0,0,0,0,0,0,0,0,1,4,1,1,8,7,5,0,6,2,8,5,8,3,6,4,8,3,9,1,2,0,5,1,9,6,8,2,0,0,3,5,2,126,88,38,7,7,1,1,0,0,0,0,0,0,1,1,1,0,1,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,4,4,,,,,,,,,,,,,,,,,,,B
Kab. Tuban,Kec. Tuban,SLB C AUTIS NEGERI TUBAN,17,17,0,0,1,0,0,1,0,1,5,16,2,0,7,4,6,4,7,6,19,8,9,4,12,2,5,6,14,8,8,1,8,1,6,4,3,4,0,0,14,21,2,156,104,52,13,13,1,1,0,0,0,0,1,1,1,1,0,0,0,0,4,4,2,2,0,0,0,0,1,1,0,0,0,0,7,7,,,,,,,,,,,,,,,,,,,A
Kab. Tuban,Kec. Tuban,SLBS B JATI WIYATA DHARMA TUBAN,16,6,0,0,0,0,0,0,0,1,2,3,0,2,0,1,1,0,0,3,1,3,2,2,1,2,3,5,2,0,1,1,3,5,2,1,0,2,0,0,4,5,2,43,17,26,6,4,0,1,1,0,0,0,0,1,1,1,1,1,1,1,4,4,1,1,0,0,0,0,0,0,0,0,0,0,2,6,,,,,,,,,,,,,,,,,,,B
